编号,标题,年份,封面,导演,编剧,主演,类型,上映日期,国家地区,语言,时长,别名,互联网电影数据库,评分,评分人数,五星,四星,三星,两星,一星,标记,简介
3439354,无声风铃,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p997915555.jpg,洪荣杰,洪荣杰,吕聿来,剧情,2009/7/23, 香港 , 英语 ,110,,tt1360832,7.5,5798,20.5,41.5,32.4,4.5,1,同志/香港/香港电影/爱情/吕玉来/Gay/同性/香港同志电影,帕斯卡（Bernhard Bulling 饰）和永健（吕聿来 饰）是漂在香港的两个年轻人。帕斯卡来自瑞士，靠做街头艺人和小偷小摸维持生活；永健来自北京，是一家烧腊店的外卖伙计。两个陌生人在陌生的城市不期而遇，发展出一段心动的爱情。然而快乐却是短暂而伤感的，最终因为帕斯卡的一场意外而化做泡沫。很多年后永健单身前往瑞士去追寻爱人走过的足迹，却遇到有着和帕斯卡相似面容的男子。正如风铃破碎的旋律，这段诗意爱情的秘密将在静静的来回插叙中逐步揭示......\n                                        \n                                    　　在中国传统文化中， 当微风吹起风铃声响，代表有先人或魂魄到访。这是一个信号，告诉在世的人「我」回来了，亦是再次提醒他们至亲至爱已经永隔的事实。 《无声风铃》是一部关于放手的电影，它紧凑地展现了东西方在生活哲学、看待死亡与来世上的区别，同时也模糊了爱情与种族的界线、呈现不同文化的融合与一致。本片是香港导演洪荣...
3440481,谎言的诞生,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1212487420.jpg,瑞奇·热维斯,瑞奇·热维斯,瑞奇·热维斯,喜剧,2009/9/14, 美国, 英语,100, 说谎第一人 / 事实的这一面,tt1058017,6.7,7842,7.8,31.8,50.1,8.7,1.6,喜剧/美国/人性/2009/爱情/黑色幽默/奇幻/剧情,这是一个现实之外的、根本不知谎言为何物的世界，人们正常工作、生活，只是所有人讲的每句话都是真话。一个刚经历失业、失恋、穷困潦倒的年轻人马克（瑞奇·热维斯 Ricky Gervais 饰）有一天参透了这个秘密——他用一个谎言，让自己账户上的钱增加了，但是没见过谎言的人们完全相信他。尝到甜头的马克开始利用这个秘密，他开始不停说谎，用来谋取任何他想要的东西。随着马克的谎言越编越离谱，相信他的人们越来越多，让事情愈发不可收拾。而马克也渐渐发现，面对自己心爱的女人珍妮弗（珍妮弗·加纳 Jennifer Garner 饰），用“世界末日要来了”将她骗上床并不是自己想要的，能获得爱情的唯一手段仍旧是真实……
3441046,伦敦佬对抗活死人,2012,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1877743920.jpg,马蒂亚斯·霍恩,马蒂亚斯·霍恩,哈里·崔德威,剧情,2012/8/31, 英国, 英语,88, 劫匪与僵尸,tt1362058,6.2,5004,5.3,23.2,52.7,15.7,3.1,喜剧/英国/丧尸/黑色幽默/僵尸/恐怖/英国电影/丧尸片,平凡小镇的平凡一天，安迪（哈里·特里德维 Harry Treadaway 饰）、雷（艾兰·福德 Alan Ford 饰）、凯蒂（米歇尔·瑞恩 Michelle Ryan 饰）、戴维（杰克·杜伦 Jack Doolan 饰）等几名年轻人聚在一辆车内，密谋对镇上的芬尼克斯银行实施抢窃。他们胁迫女经理人顺利进入金库，250万欧元现金成功到手。当他们沉浸在这飞来横财的快乐中时，却发现自己已被警方包围，疑犯枪战后，双方形成胶着态势。\n                                    \n                                　　与此同时，小镇一处工地上挖掘机发现了一处年代久远的古墓，而刺眼的阳光也唤醒沉睡在泥土中的僵尸，所有被僵尸咬过的人也受到感染，发生异变。当劫匪遇见僵尸，一切开始朝着不可预测的方向发展……
3443074,寂寞芳心,2008,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1389070372.jpg,查恩·厄尔马克,查恩·厄尔马克,梅莉丝·柏坎,剧情,2008/11/7, 土耳其, 土耳其语,113, 孤独的男人 / Alone,tt1322930,8.6,15095,45.5,39.5,13.2,1.3,0.4,爱情/土耳其/土耳其电影/文艺/寂寞芳心/剧情/2008/电影,青年男子阿尔贝（瑟玛尔·侯奴 Cemal Hunal 饰）是一家餐厅的老板，有着很好的工作，事业成功，却过着离群索居的生活。他每天和不同的女人做爱，付她们钱，却从不留任何人过夜。他这样自由而孤独地生活着，自由却寂寞。直到他在二手书店邂逅了美丽的女子艾达（梅莉丝·柏坎 Melis Birkan 饰）。他对艾达一见钟情，并对她展开了热烈的追求。艾达自己经营着一家创意服装店，她从一开始就知道以阿尔贝这样的性格他们注定是分离的结局，但还是难以抵抗他迷人的魅力，与他陷入爱河。习惯了独住的阿尔贝一直无法舍弃自由的生活方式，难以完全溶入艾达，纵然她开朗、迷人，宛如天使。他挣扎，茫然，不知道该如何处理两人之间的关系......
3443388,传教士,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327800975.jpg,,让-玛丽·毕加尔,让-玛丽·毕加尔,喜剧,2009/4/29, 法国, 法语,91,,tt1308736,7.8,4105,21.5,50.4,26.1,1.7,0.2,喜剧/法国/法国电影/搞笑/吕克·贝松/幽默/2009/充满爱的一部电影,哥哥是劣迹斑斑的江洋大盗，弟弟是布道传教的教士，然而阴差阳错下，两人互换了身份，由此各自踏上新的旅程。天使与魔鬼的组合演绎出一段啼笑皆非的故事。
3443393,百夫长,2010,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2159776057.jpg,尼尔·马歇尔,尼尔·马歇尔,迈克尔·法斯宾德,动作,2010/4/23, 英国, 英语,97, 世纪战魂,tt1020558,6.3,7648,4.5,24.2,56.5,13.3,1.5,战争/英国/历史/动作/百夫长/英国电影/2010/剧情,公元117年，罗马帝国在不断扩狂。但在不列颠北部，扩张却遭到了当地野蛮人——皮克特人的阻拦。百夫长昆图斯（迈克尔·法斯宾德 Michael Fassbender 饰）因在皮克特人袭击中幸存而被任命带领罗马军团中的常胜军团——第九军团前去歼灭皮克特人。但第九军团还是遭到了皮克特人的伏击，军团统帅维流士将军（多米尼克·威斯特 Dominic West 饰）被俘。昆图斯与敌人殊死反抗，带着部分人逃出。他们不但要面对皮克特人的追捕，更希望可以救出将军。他们并不知道，全家被罗马人杀害，自己也被割了舌头的艾泰恩（欧嘉·柯瑞兰寇 Olga Kurylenko 饰）正充满了怒火在对他们展开捕杀。一场逃离罗马边境的危险反抗战正在打响……
3445457,无境之兽,2015,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2292735899.jpg,凯瑞·福永,凯瑞·福永,伊德里斯·艾尔巴,剧情,2015/9/3, 美国, 英语,137, 没有国度的野兽,tt1365050,7.8,9203,18.6,54.3,25.7,1.4,0.1,战争/非洲/人性/美国/剧情/2015/儿童/暴力,广袤的非洲土地，奇珍异兽自由奔跑，然而贫穷饥饿、硝烟战火同时充斥着在这片黑土地的每一个角落。某国停站区内，黑人少年阿古（Abraham Attah 饰）调皮搞怪，和世界上其他和平国度的孩子没什么两样。只不过他所拥有的安宁脆弱不堪，政府军和反政府武装的协议一旦撕破，随之而来的便是呼啸而至的子弹与杀戮。阿古在小小的年纪和母亲生离死别，更眼睁睁目睹父兄被杀害的残忍一幕。他夺路狂奔，在密林中被一支由许多少年兵组成的游击队收留。\n                                    \n                                　　游击队长（伊德里斯·艾尔巴 Idris Elba 饰）巧舌如簧，他如仁慈的父亲一般鼓动着不谙世事的少年们拿起武器，享受同类相残的快感。少年过早长大，过早衰老……
3445526,白银帝国,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1025980415.jpg,姚树华,姚树华,郭富城,剧情,2009/8/21, 中国大陆 , 普通话,116, Empire of Silver,tt1362045,6.3,31378,4.7,23.7,55.7,13.6,2.3,郭富城/白银帝国/历史/中国/郝蕾/剧情/2009/香港,本片以清末民初富可敌国的山西天成元票号的传承为主线，再现了“中国华尔街”金融业的百年兴衰。故事以一个风烛残年老人的回忆贯穿全片：天成元掌门人康老爷（张铁林 饰）膝下共有四子，但老大天生罹患聋哑残疾，老二生性莽撞好斗在一次意外中下肢瘫痪，老四因新婚娇妻在天津被劫惨死而疯癫，只剩下老三（郭富城 饰）可以继承祖宗家业。但康三却对父亲抱有深深的怨恨，原因是他夺走了自己昔日恋人（郝蕾 饰）。\n                                    \n                                　　康老爷希望她可以为康家添丁，继承香火，但是她誓死不从。康夫人曾多次对康三表露心迹，但后者始终对继母礼让三分，不敢越雷池半步。康老爷见北京分号戴掌柜才智过人，遂恩威并用计赚邱掌柜（丁志诚 饰），令其死心塌地辅佐少主，然而康三心中却另有打算……\n                                    \n                                　　本片根据成一的小说《白银谷》改编。
3445575,关于伊丽,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p857168883.jpg,阿斯哈·法哈蒂,阿斯哈·法哈蒂,格什菲·法拉哈尼,剧情,2009/2/7, 伊朗, 波斯语,119, 艾莉的小秘密 / Darbareye Elly / About Elly,tt1360860,8.1,3756,26.3,55.4,16.7,1.4,0.2,伊朗/伊朗电影/阿斯哈·法哈蒂/剧情/人性/悬疑/2009/AsgharFarhadi,在德国生活着很多伊朗人，阿莫德就是其中一个。在阿莫德回祖国度假的时候，他偶遇了美丽的幼儿园老师伊丽，刚刚离婚的他很快坠入了情网。就他还没来得及发动爱情攻势的时候，伊丽就离奇的消失了。大家伙开始分头寻找，直到法院介入了这桩案件，也未能找到什么线索，伊丽还是没有回来……
3445586,伤心的奶水,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327650746.jpg,克劳迪亚·略萨,克劳迪亚·略萨,玛佳丽·索利埃,剧情,2009/2/12, 秘鲁 , 西班牙语 ,95, 惧乳：伤心的奶水 / 乳液创伤 / 悲伤的乳汁 / 牛奶的悲哀 / 受惊吓的乳房 / The Milk of Sorrow,tt1206488,7.2,4162,13,40.8,39.9,5.2,1.1,秘鲁/西班牙/金熊奖/2009/柏林电影节/秘鲁电影/西班牙电影/伤心的奶水,2000年，秘鲁总统藤森宣布辞职，他的极权统治也从此结束。然而，因连年的恐怖袭击和高压统治，底层百姓的身心已经承受无数创伤。\n                                    \n                                　　秘鲁境内某偏远山区，少女法斯塔（Magaly Solier 饰）的母亲年轻时曾遭到恐怖分子的强暴，继而感染一种名为“伤心的奶水”的怪病。病入膏肓之际，母亲独独担心因哺乳而可能受到传染的法斯塔。\n                                    \n                                　　母亲去世，法斯塔远离家乡和悲伤，来到小镇上一个女钢琴家的别墅打工。她似乎对周遭一切都不关心，只一心关注自己随时可能失去的生命，和前景模糊的未来……\n                                    \n                                　　本片荣获2009年柏林国际电影节金熊奖及国际影评人费比西奖、2009年瓜达拉哈拉墨西哥电影节最佳影片和最佳女主角（Magaly Solier）奖。
3445906,古墓丽影：源起之战,2018,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512717509.jpg,罗阿尔·乌索格,吉内瓦·德沃莱特-罗宾森,艾丽西亚·维坎德,动作,2018/3/16, 美国, 英语,118, 盗墓者罗拉(港) / 古墓奇兵(台) / 新古墓丽影,tt1365519,6,113648,3.3,18.3,56.7,18.9,2.8,动作/冒险/美国/游戏改编/盗墓/2018/女性/经典翻拍,劳拉（艾丽西亚·维坎德 Alicia Vikander 饰）的父亲一生都致力于研究古墓，在劳拉尚且年幼的时候，父亲在一场冒险之中失踪了。一晃眼多年过去，劳拉一直拒绝承认父亲已死的消息，也拒绝接手父亲手下的商业帝国。\n                                    \n                                　　一次偶然中，劳拉发现了父亲遗留下的冒险笔记，父亲希望劳拉能把这些资料付之一炬，但为了寻找父亲的下落，劳拉决定寻找笔记中记载的岛屿。劳拉找到了名为陆仁（吴彦祖 饰）的男子，两人结伴踏上了旅途。刚一上岛，劳拉和陆仁就遇见了一直和父亲作对的马赛亚斯（沃特·戈金斯 Walton Goggins 饰）以及他的雇佣兵团队。马赛亚斯一心想要找到古墓的踪迹，不惜杀死了不肯透露半点消息的劳拉的父亲，如今，劳拉亦落入了他的魔爪之中，会遭遇怎样的命运呢？
3447563,保姆奇遇记,2011,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1520869227.jpg,大卫·戈登·格林,,乔纳·希尔,喜剧,2011/12/9, 美国, 英语,81,,tt1366344,6,5067,4.6,17.6,55.1,19.3,3.4,喜剧/美国/美国电影/搞笑/2011/JonahHill/蛋疼/电影,诺亚•格里芬（乔纳•希尔 Jonah Hill 饰）是一个肥肥胖胖长的有些腼腆憨厚的大男孩，没有保姆经验的他因为妈妈的约会而不得不临时代替她去佩杜拉太太家做保姆的工作。佩杜拉太太有三个性格古怪的孩子，长相俊美的斯拉特是个同性恋，酷爱打扮的布莱斯总是喜欢浓妆艳抹，而罗德里格则是一个喜欢破坏的顽皮领养生。三个难对付的孩子让诺亚十分头疼，而与此同时他接到了女友玛丽萨以做爱为诱惑邀请他一起参加派对的电话。诺亚决定带上三个小孩一同前往，却不料在途中为女友买毒品的过程中，不仅三个孩子状况百出争吵不断，罗德里格更是顺手带走了毒贩卡尔装满卡洛因的罐子令四人引祸上身。而更加危险的意外是，罐子在争抢的过程中摔碎了。诺亚四人只得齐心协力，为了活命开始了逃亡之旅…
